M,K,N,shape_str,overlap_ratio,prefetch_ratio,ratio_str,avg_gflops,peak_gflops,avg_time_ms,std_time_ms,flops,cv,efficiency,matrix_volume
512,512,512,512x512x512,0.5,0.25,"o=0.5, p=0.25",20920.96115407117,21788.59265527493,0.012830933245519796,0.0008118789995842077,268435456,6.327513237337534,2092.0961154071174,134217728
512,512,512,512x512x512,0.25,0.5,"o=0.25, p=0.5",21296.288465975493,22250.950228643538,0.012604799959808588,0.0004944561293011305,268435456,3.922760621967372,2129.6288465975495,134217728
512,512,512,512x512x512,0.5,0.75,"o=0.5, p=0.75",21283.6807261823,22250.950228643538,0.012612266621241966,0.00049874393191202,268435456,3.95443536748597,2128.36807261823,134217728
512,512,512,512x512x512,0.75,0.5,"o=0.75, p=0.5",21263.898688725632,22310.127014353588,0.01262399995078643,0.0004794129178046901,268435456,3.7976308592652073,2126.389868872563,134217728
512,512,512,512x512x512,0.1,0.1,"o=0.1, p=0.1",20844.714668452667,21902.3704158969,0.012877866656829913,0.0011742644146976017,268435456,9.118470054004,2084.4714668452666,134217728
512,512,512,512x512x512,0.9,0.9,"o=0.9, p=0.9",21285.480880406434,22192.084832254663,0.01261119997749726,0.0005069315135306946,268435456,4.0196929272015005,2128.5480880406435,134217728
512,512,512,512x512x512,0.33,0.67,"o=0.33, p=0.67",21253.12394461003,22133.53007356448,0.012630399968475103,0.0004285412663458372,268435456,3.3929350409761883,2125.3123944610034,134217728
512,512,512,512x512x512,0.67,0.33,"o=0.67, p=0.33",21263.89858414415,22133.53007356448,0.012624000012874604,0.0004262731513931331,268435456,3.3766884581622136,2126.389858414415,134217728
512,512,512,512x512x512,0.4,0.6,"o=0.4, p=0.6",21080.435513811626,22075.283500151512,0.012733866708974044,0.0005864494008285779,268435456,4.605430653795712,2108.0435513811626,134217728
512,512,512,512x512x512,0.6,0.4,"o=0.6, p=0.4",21219.075939715458,22133.53007356448,0.01265066663424174,0.0005347820710684287,268435456,4.227303481548763,2121.907593971546,134217728
768,768,768,768x768x768,0.0,0.0,"o=0.0, p=0.0",69928.08829599166,73156.46373215536,0.012955733326574166,0.0008053890645897432,905969664,6.216468371865671,6992.808829599166,452984832
768,768,768,768x768x768,1.0,1.0,"o=1.0, p=1.0",66277.53089580154,71493.82025062421,0.013669333358605703,0.0010266660639228298,905969664,7.510725190387424,6627.753089580154,452984832
768,768,768,768x768x768,0.25,0.0,"o=0.25, p=0.0",68160.3853297664,74308.5372393089,0.013291733308384816,0.0023036219181399665,905969664,17.33123788066658,6816.0385329766395,452984832
768,768,768,768x768x768,0.5,0.0,"o=0.5, p=0.0",66804.03988766007,73727.99739217767,0.013561599949995676,0.001667102625654892,905969664,12.292816716330167,6680.4039887660065,452984832
768,768,768,768x768x768,0.75,0.0,"o=0.75, p=0.0",66433.05123718725,74308.5372393089,0.013637333332250515,0.002610869179953748,905969664,19.145012564732014,6643.305123718725,452984832
768,768,768,768x768x768,0.0,0.25,"o=0.0, p=0.25",70385.89191342636,73536.50021155289,0.012871466701229413,0.0008190867769618702,905969664,6.363585409296327,7038.589191342637,452984832
768,768,768,768x768x768,0.0,0.5,"o=0.0, p=0.5",67585.46717911736,70778.88178802494,0.013404799904674292,0.0009570924218484088,905969664,7.139923226415846,6758.546717911736,452984832
768,768,768,768x768x768,0.0,0.75,"o=0.0, p=0.75",68067.52385687454,70602.37450330445,0.013309866624573867,0.0007630476798783421,905969664,5.7329476049710015,6806.752385687454,452984832
768,768,768,768x768x768,0.25,0.25,"o=0.25, p=0.25",71241.95300959965,73920.50015365204,0.012716799943397443,0.0007951467828916873,905969664,6.252726994455293,7124.195300959964,452984832
768,768,768,768x768x768,0.5,0.5,"o=0.5, p=0.5",67606.98592420746,71493.82025062421,0.013400533267607291,0.0009077583311896195,905969664,6.774046323842326,6760.6985924207465,452984832
768,768,768,768x768x768,0.75,0.75,"o=0.75, p=0.75",67585.46717911736,69561.55041691608,0.013404799904674292,0.0006012451264947477,905969664,4.485297287317894,6758.546717911736,452984832
768,768,768,768x768x768,0.25,0.75,"o=0.25, p=0.75",66391.50799811122,71856.73052387022,0.0136458666374286,0.0017146683286866009,905969664,12.56547769552077,6639.150799811122,452984832
