M,K,N,shape_str,overlap_ratio,prefetch_ratio,ratio_str,avg_gflops,peak_gflops,avg_time_ms,std_time_ms,flops,cv,efficiency,matrix_volume
768,768,768,768x768x768,0.75,0.25,"o=0.75, p=0.25",70608.24355332085,73156.46373215536,0.012830933307607968,0.0006708553416302192,905969664,5.228422013794137,7060.824355332084,452984832
768,768,768,768x768x768,0.5,0.25,"o=0.5, p=0.25",70702.28534565048,73156.46373215536,0.012813866759339968,0.0008416947471865789,905969664,6.5686241553360265,7070.228534565048,452984832
768,768,768,768x768x768,0.25,0.5,"o=0.25, p=0.5",68040.2595605659,70956.2686521285,0.01331519999851783,0.0006891201618023518,905969664,5.175439812237597,6804.02595605659,452984832
768,768,768,768x768x768,0.5,0.75,"o=0.5, p=0.75",66867.1517446246,70602.37450330445,0.013548799976706504,0.001091557923711833,905969664,8.05649153864897,6686.715174462459,452984832
768,768,768,768x768x768,0.75,0.5,"o=0.75, p=0.5",67703.99009305342,70956.2686521285,0.013381333400805792,0.0007853196483090596,905969664,5.868769761478101,6770.399009305342,452984832
768,768,768,768x768x768,0.1,0.1,"o=0.1, p=0.1",68002.12669393484,73345.98969287294,0.013322666628907125,0.0010395596643470507,905969664,7.802939856585807,6800.212669393484,452984832
768,768,768,768x768x768,0.9,0.9,"o=0.9, p=0.9",68094.80953533515,70778.88178802494,0.01330453334376216,0.0006202104540278858,905969664,4.661647560293213,6809.480953533516,452984832
768,768,768,768x768x768,0.33,0.67,"o=0.33, p=0.67",68689.57184330368,70956.2686521285,0.013189333397895098,0.000484746806129296,905969664,3.675294205593873,6868.957184330368,452984832
768,768,768,768x768x768,0.67,0.33,"o=0.67, p=0.33",67274.97503337602,72593.72287929918,0.01346666666989525,0.0013374081322169173,905969664,9.931248504180287,6727.497503337602,452984832
768,768,768,768x768x768,0.4,0.6,"o=0.4, p=0.6",65672.81856570282,71493.82025062421,0.013795199959228436,0.0008677194757928693,905969664,6.290010136550429,6567.281856570283,452984832
768,768,768,768x768x768,0.6,0.4,"o=0.6, p=0.4",68335.8724242453,70251.98785381118,0.0132576000255843,0.0005172498968370476,905969664,3.9015349372349983,6833.587242424531,452984832
1024,1024,1024,1024x1024x1024,0.0,0.0,"o=0.0, p=0.0",130224.18559324108,136400.12424813298,0.016490666754543783,0.0004901561566998306,2147483648,2.972324673074693,13022.418559324109,1073741824
1024,1024,1024,1024x1024x1024,1.0,1.0,"o=1.0, p=1.0",122201.2705826412,125907.81616500474,0.01757333322117726,0.0003595868851197763,2147483648,2.046207629446448,12220.12705826412,1073741824
1024,1024,1024,1024x1024x1024,0.25,0.0,"o=0.25, p=0.0",130502.7491836407,134756.752714674,0.0164554667348663,0.00042094983916582114,2147483648,2.558115463682965,13050.27491836407,1073741824
1024,1024,1024,1024x1024x1024,0.5,0.0,"o=0.5, p=0.0",128037.7715827268,133683.00113688692,0.016772266663610935,0.00179961690815199,2147483648,10.729717957897927,12803.77715827268,1073741824
1024,1024,1024,1024x1024x1024,0.75,0.0,"o=0.75, p=0.0",127988.93384736833,134486.69705442965,0.01677866658816735,0.0006055999377052452,2147483648,3.6093448458671107,12798.893384736833,1073741824
1024,1024,1024,1024x1024x1024,0.0,0.25,"o=0.0, p=0.25",122461.43039026008,126382.03501282123,0.01753600003818671,0.0006979129251376757,2147483648,3.979886653842883,12246.143039026008,1073741824
1024,1024,1024,1024x1024x1024,0.0,0.5,"o=0.0, p=0.5",122925.0175757796,125437.12915538475,0.017469866511722405,0.00041054338691564864,2147483648,2.350008722964031,12292.501757577958,1073741824
1024,1024,1024,1024x1024x1024,0.0,0.75,"o=0.0, p=0.75",122134.54970655771,127341.29875616159,0.01758293335636457,0.0005782909761036433,2147483648,3.2889334469001836,12213.45497065577,1073741824
1024,1024,1024,1024x1024x1024,0.25,0.25,"o=0.25, p=0.25",122327.49545604258,125907.81616500474,0.017555199998120465,0.0004170326043792667,2147483648,2.3755502895091825,12232.749545604258,1073741824
1024,1024,1024,1024x1024x1024,0.5,0.5,"o=0.5, p=0.5",121743.11608864953,125437.12915538475,0.017639466747641563,0.0004809720323520462,2147483648,2.726681249683204,12174.311608864953,1073741824
1024,1024,1024,1024x1024x1024,0.75,0.75,"o=0.75, p=0.75",121047.73417775531,126382.03501282123,0.01774080004543066,0.0013161198249116083,2147483648,7.418604693933122,12104.77341777553,1073741824
